Tarih,Cadde,Enlem,Boylam,Yogunluk,Renk,Durum,Saat,Gun
2025-07-09 17:30:51.274093,Manas Bulvarı,38.45,27.2,78,Kirmizi,Cok Yogun,17,2
2025-08-04 05:58:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,5,0
2025-10-26 15:04:29.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,73,Kirmizi,Cok Yogun,15,6
2025-07-24 10:48:48.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,10,3
2025-11-29 19:16:34.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,19,5
2025-12-09 22:33:44.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,14,Yesil,Acik,22,1
2025-08-03 03:49:12.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,3,6
2025-12-13 09:40:09.274093,Talatpaşa Bulvarı,38.432,27.142,26,Yesil,Acik,9,5
2025-07-18 18:11:35.274093,Manas Bulvarı,38.45,27.2,76,Kirmizi,Cok Yogun,18,4
2025-10-09 20:59:02.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,20,3
2025-10-08 16:59:44.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,16,2
2025-09-16 02:20:23.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,2,1
2025-12-12 21:22:57.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,21,4
2025-09-16 01:23:57.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,23,Yesil,Acik,1,1
2025-11-25 19:48:57.274093,Manas Bulvarı,38.45,27.2,94,Kirmizi,Cok Yogun,19,1
2025-06-30 05:57:53.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,5,0
2025-08-09 06:24:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,12,Yesil,Acik,6,5
2025-12-25 15:16:39.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,15,3
2025-10-11 18:30:09.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,18,5
2025-09-01 22:33:52.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,22,0
2025-08-24 00:32:00.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,0,6
2025-08-18 09:56:56.274093,Manas Bulvarı,38.45,27.2,76,Kirmizi,Cok Yogun,9,0
2025-12-14 15:28:41.274093,Yeşildere Caddesi,38.405,27.155,51,Turuncu,Akici Yogun,15,6
2025-07-01 20:49:29.274093,Altınyol (Anadolu Cad.),38.456,27.175,19,Yesil,Acik,20,1
2025-07-24 05:27:19.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,5,3
2025-12-17 15:09:55.274093,Manas Bulvarı,38.45,27.2,28,Yesil,Acik,15,2
2025-10-17 09:33:37.274093,Yeşildere Caddesi,38.405,27.155,81,Kirmizi,Cok Yogun,9,4
2025-12-03 20:33:01.274093,Yeşildere Caddesi,38.405,27.155,26,Yesil,Acik,20,2
2025-07-31 18:55:42.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,84,Kirmizi,Cok Yogun,18,3
2025-07-21 08:09:12.274093,Altınyol (Anadolu Cad.),38.456,27.175,82,Kirmizi,Cok Yogun,8,0
2025-08-05 15:02:20.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,15,1
2025-11-01 07:51:16.274093,Yeşildere Caddesi,38.405,27.155,19,Yesil,Acik,7,5
2025-07-18 22:50:14.274093,Talatpaşa Bulvarı,38.432,27.142,16,Yesil,Acik,22,4
2025-11-02 15:25:12.274093,Talatpaşa Bulvarı,38.432,27.142,59,Turuncu,Akici Yogun,15,6
2025-12-14 00:53:20.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,0,6
2025-09-23 08:01:34.274093,Altınyol (Anadolu Cad.),38.456,27.175,71,Kirmizi,Cok Yogun,8,1
2025-11-12 21:39:34.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,21,2
2025-09-25 01:45:32.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,1,3
2025-12-20 16:04:27.274093,Altınyol (Anadolu Cad.),38.456,27.175,45,Turuncu,Akici Yogun,16,5
2025-10-21 00:02:47.274093,Talatpaşa Bulvarı,38.432,27.142,14,Yesil,Acik,0,1
2025-10-24 16:04:24.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,16,4
2025-11-21 22:04:40.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,22,4
2025-07-01 12:53:54.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,12,1
2025-08-19 02:58:40.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,2,1
2025-08-09 23:17:19.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,23,5
2025-11-24 07:44:21.274093,Talatpaşa Bulvarı,38.432,27.142,81,Kirmizi,Cok Yogun,7,0
2025-12-16 17:31:12.274093,Talatpaşa Bulvarı,38.432,27.142,84,Kirmizi,Cok Yogun,17,1
2025-12-16 15:10:16.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,15,1
2025-11-02 15:41:36.274093,Yeşildere Caddesi,38.405,27.155,51,Turuncu,Akici Yogun,15,6
2025-11-08 07:39:20.274093,Altınyol (Anadolu Cad.),38.456,27.175,13,Yesil,Acik,7,5
2025-12-07 10:03:30.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,10,6
2025-09-04 17:24:23.274093,Manas Bulvarı,38.45,27.2,74,Kirmizi,Cok Yogun,17,3
2025-10-28 12:12:25.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,12,1
2025-12-06 23:45:31.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,23,5
2025-11-24 19:49:45.274093,Manas Bulvarı,38.45,27.2,75,Kirmizi,Cok Yogun,19,0
2025-08-19 21:58:24.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,21,1
2025-12-15 02:35:50.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,2,0
2025-11-23 19:55:58.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,19,6
2025-09-24 10:39:37.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,10,2
2025-09-18 19:04:21.274093,Manas Bulvarı,38.45,27.2,81,Kirmizi,Cok Yogun,19,3
2025-08-10 17:50:05.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,17,6
2025-12-06 04:12:16.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,4,5
2025-11-29 10:15:57.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,10,5
2025-09-16 16:14:54.274093,Talatpaşa Bulvarı,38.432,27.142,29,Yesil,Acik,16,1
2025-10-26 16:39:37.274093,Manas Bulvarı,38.45,27.2,66,Turuncu,Akici Yogun,16,6
2025-07-10 22:55:14.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,22,3
2025-12-03 19:38:41.274093,Altınyol (Anadolu Cad.),38.456,27.175,78,Kirmizi,Cok Yogun,19,2
2025-07-25 10:14:06.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,10,4
2025-10-21 04:31:03.274093,Altınyol (Anadolu Cad.),38.456,27.175,20,Yesil,Acik,4,1
2025-10-23 05:28:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,5,3
2025-08-05 22:43:37.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,22,1
2025-09-29 21:58:22.274093,Talatpaşa Bulvarı,38.432,27.142,29,Yesil,Acik,21,0
2025-07-14 04:08:12.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,4,0
2025-11-24 10:35:11.274093,Yeşildere Caddesi,38.405,27.155,13,Yesil,Acik,10,0
2025-10-26 17:27:16.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,17,6
2025-10-08 19:44:24.274093,Talatpaşa Bulvarı,38.432,27.142,80,Kirmizi,Cok Yogun,19,2
2025-09-18 17:23:33.274093,Yeşildere Caddesi,38.405,27.155,85,Kirmizi,Cok Yogun,17,3
2025-10-30 11:00:14.274093,Yeşildere Caddesi,38.405,27.155,26,Yesil,Acik,11,3
2025-11-22 18:57:19.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,18,5
2025-10-03 10:39:31.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,10,4
2025-08-24 01:21:12.274093,Talatpaşa Bulvarı,38.432,27.142,29,Yesil,Acik,1,6
2025-11-21 10:40:27.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,10,4
2025-07-17 12:43:10.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,12,3
2025-09-21 13:57:59.274093,Yeşildere Caddesi,38.405,27.155,71,Kirmizi,Cok Yogun,13,6
2025-07-09 10:03:06.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,10,2
2025-10-28 12:11:29.274093,Yeşildere Caddesi,38.405,27.155,10,Yesil,Acik,12,1
2025-07-28 20:28:24.274093,Altınyol (Anadolu Cad.),38.456,27.175,23,Yesil,Acik,20,0
2025-08-05 01:45:24.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,1,1
2025-08-16 12:07:15.274093,Talatpaşa Bulvarı,38.432,27.142,14,Yesil,Acik,12,5
2025-07-31 15:56:43.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,15,3
2025-09-24 06:26:17.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,6,2
2025-07-10 07:56:55.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,74,Kirmizi,Cok Yogun,7,3
2025-08-05 02:35:10.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,2,1
2025-07-16 01:31:36.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,1,2
2025-07-14 21:18:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,26,Yesil,Acik,21,0
2025-11-19 00:17:41.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,0,2
2025-11-15 18:42:28.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,18,5
2025-08-24 10:19:40.274093,Yeşildere Caddesi,38.405,27.155,15,Yesil,Acik,10,6
2025-10-27 01:17:12.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,1,0
2025-11-19 04:32:03.274093,Altınyol (Anadolu Cad.),38.456,27.175,22,Yesil,Acik,4,2
2025-09-28 04:42:41.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,4,6
2025-07-07 17:51:09.274093,Manas Bulvarı,38.45,27.2,89,Kirmizi,Cok Yogun,17,0
2025-12-17 07:19:04.274093,Manas Bulvarı,38.45,27.2,74,Kirmizi,Cok Yogun,7,2
2025-08-15 07:28:51.274093,Yeşildere Caddesi,38.405,27.155,71,Kirmizi,Cok Yogun,7,4
2025-08-18 18:19:07.274093,Manas Bulvarı,38.45,27.2,77,Kirmizi,Cok Yogun,18,0
2025-09-17 18:39:50.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,84,Kirmizi,Cok Yogun,18,2
2025-10-04 15:33:03.274093,Manas Bulvarı,38.45,27.2,71,Kirmizi,Cok Yogun,15,5
2025-08-27 14:14:57.274093,Yeşildere Caddesi,38.405,27.155,29,Yesil,Acik,14,2
2025-11-26 09:45:47.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,84,Kirmizi,Cok Yogun,9,2
2025-11-29 03:47:58.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,3,5
2025-07-13 21:27:35.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,21,6
2025-08-04 15:27:42.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,15,0
2025-09-20 23:13:31.274093,Talatpaşa Bulvarı,38.432,27.142,18,Yesil,Acik,23,5
2025-07-15 06:36:28.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,6,1
2025-08-15 04:32:07.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,4,4
2025-08-06 19:34:09.274093,Altınyol (Anadolu Cad.),38.456,27.175,88,Kirmizi,Cok Yogun,19,2
2025-10-19 14:11:59.274093,Talatpaşa Bulvarı,38.432,27.142,49,Turuncu,Akici Yogun,14,6
2025-09-16 14:27:32.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,14,1
2025-11-25 06:44:32.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,6,1
2025-09-23 08:01:30.274093,Yeşildere Caddesi,38.405,27.155,74,Kirmizi,Cok Yogun,8,1
2025-12-09 14:23:08.274093,Talatpaşa Bulvarı,38.432,27.142,14,Yesil,Acik,14,1
2025-08-07 05:51:08.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,14,Yesil,Acik,5,3
2025-10-09 22:30:10.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,22,3
2025-11-16 20:49:33.274093,Talatpaşa Bulvarı,38.432,27.142,14,Yesil,Acik,20,6
2025-07-05 18:03:28.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,18,5
2025-07-21 14:34:13.274093,Yeşildere Caddesi,38.405,27.155,20,Yesil,Acik,14,0
2025-10-11 23:33:27.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,23,Yesil,Acik,23,5
2025-08-16 10:26:43.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,10,5
2025-12-07 18:58:40.274093,Talatpaşa Bulvarı,38.432,27.142,25,Yesil,Acik,18,6
2025-09-29 07:20:28.274093,Manas Bulvarı,38.45,27.2,66,Turuncu,Akici Yogun,7,0
2025-11-17 04:11:01.274093,Altınyol (Anadolu Cad.),38.456,27.175,15,Yesil,Acik,4,0
2025-11-23 14:05:33.274093,Manas Bulvarı,38.45,27.2,61,Turuncu,Akici Yogun,14,6
2025-08-09 15:52:45.274093,Altınyol (Anadolu Cad.),38.456,27.175,60,Turuncu,Akici Yogun,15,5
2025-08-01 05:22:55.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,5,4
2025-10-26 04:26:34.274093,Talatpaşa Bulvarı,38.432,27.142,22,Yesil,Acik,4,6
2025-10-21 08:41:41.274093,Yeşildere Caddesi,38.405,27.155,82,Kirmizi,Cok Yogun,8,1
2025-11-11 05:43:28.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,5,1
2025-11-02 12:20:02.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,12,6
2025-08-31 21:00:56.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,21,6
2025-08-18 07:57:28.274093,Talatpaşa Bulvarı,38.432,27.142,79,Kirmizi,Cok Yogun,7,0
2025-09-06 22:27:14.274093,Yeşildere Caddesi,38.405,27.155,17,Yesil,Acik,22,5
2025-11-06 23:25:18.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,23,3
2025-12-04 20:58:20.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,20,3
2025-09-17 01:53:09.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,1,2
2025-12-09 04:10:55.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,4,1
2025-12-18 05:28:05.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,5,3
2025-11-06 23:07:13.274093,Altınyol (Anadolu Cad.),38.456,27.175,22,Yesil,Acik,23,3
2025-08-13 01:16:50.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,1,2
2025-12-06 21:21:18.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,21,5
2025-11-11 04:14:01.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,4,1
2025-08-09 22:32:21.274093,Altınyol (Anadolu Cad.),38.456,27.175,27,Yesil,Acik,22,5
2025-07-31 16:52:37.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,16,3
2025-09-14 07:38:48.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,7,6
2025-11-18 11:56:16.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,11,1
2025-11-16 14:28:41.274093,Altınyol (Anadolu Cad.),38.456,27.175,62,Turuncu,Akici Yogun,14,6
2025-07-13 11:22:48.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,11,6
2025-09-12 23:16:46.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,23,4
2025-09-01 05:35:15.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,5,0
2025-11-14 18:23:42.274093,Altınyol (Anadolu Cad.),38.456,27.175,78,Kirmizi,Cok Yogun,18,4
2025-08-23 15:42:47.274093,Altınyol (Anadolu Cad.),38.456,27.175,47,Turuncu,Akici Yogun,15,5
2025-12-15 13:52:03.274093,Manas Bulvarı,38.45,27.2,28,Yesil,Acik,13,0
2025-10-26 16:11:52.274093,Manas Bulvarı,38.45,27.2,54,Turuncu,Akici Yogun,16,6
2025-07-25 10:58:14.274093,Talatpaşa Bulvarı,38.432,27.142,22,Yesil,Acik,10,4
2025-12-23 09:14:44.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,67,Turuncu,Akici Yogun,9,1
2025-08-10 13:00:22.274093,Manas Bulvarı,38.45,27.2,60,Turuncu,Akici Yogun,13,6
2025-07-29 19:37:32.274093,Manas Bulvarı,38.45,27.2,90,Kirmizi,Cok Yogun,19,1
2025-12-06 10:58:11.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,10,5
2025-09-14 17:07:05.274093,Manas Bulvarı,38.45,27.2,27,Yesil,Acik,17,6
2025-10-04 22:55:36.274093,Manas Bulvarı,38.45,27.2,28,Yesil,Acik,22,5
2025-09-10 20:16:31.274093,Talatpaşa Bulvarı,38.432,27.142,25,Yesil,Acik,20,2
2025-11-06 09:22:38.274093,Manas Bulvarı,38.45,27.2,75,Kirmizi,Cok Yogun,9,3
2025-09-03 08:54:51.274093,Altınyol (Anadolu Cad.),38.456,27.175,91,Kirmizi,Cok Yogun,8,2
2025-12-18 16:11:27.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,16,3
2025-12-20 14:00:12.274093,Altınyol (Anadolu Cad.),38.456,27.175,59,Turuncu,Akici Yogun,14,5
2025-07-16 01:04:38.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,1,2
2025-09-27 11:54:08.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,11,5
2025-08-23 12:16:35.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,12,5
2025-09-28 08:31:44.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,8,6
2025-07-09 08:34:54.274093,Talatpaşa Bulvarı,38.432,27.142,74,Kirmizi,Cok Yogun,8,2
2025-07-09 10:40:01.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,10,2
2025-11-28 15:23:40.274093,Manas Bulvarı,38.45,27.2,27,Yesil,Acik,15,4
2025-08-26 11:53:50.274093,Altınyol (Anadolu Cad.),38.456,27.175,23,Yesil,Acik,11,1
2025-09-22 04:05:34.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,26,Yesil,Acik,4,0
2025-08-10 23:20:03.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,23,6
2025-07-18 15:59:25.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,15,4
2025-09-22 08:24:35.274093,Manas Bulvarı,38.45,27.2,84,Kirmizi,Cok Yogun,8,0
2025-07-17 04:22:53.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,4,3
2025-07-29 11:15:23.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,11,1
2025-07-04 13:20:24.274093,Yeşildere Caddesi,38.405,27.155,13,Yesil,Acik,13,4
2025-08-24 22:53:56.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,22,6
2025-10-11 15:51:18.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,62,Turuncu,Akici Yogun,15,5
2025-10-08 06:30:29.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,6,2
2025-07-03 21:32:26.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,21,3
2025-08-02 05:39:30.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,5,5
2025-12-23 21:26:42.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,21,1
2025-11-12 02:16:30.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,2,2
2025-12-04 17:22:40.274093,Altınyol (Anadolu Cad.),38.456,27.175,76,Kirmizi,Cok Yogun,17,3
2025-08-26 04:49:56.274093,Altınyol (Anadolu Cad.),38.456,27.175,25,Yesil,Acik,4,1
2025-08-09 14:54:02.274093,Manas Bulvarı,38.45,27.2,62,Turuncu,Akici Yogun,14,5
2025-12-02 22:20:09.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,22,1
2025-09-03 00:38:48.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,0,2
2025-11-10 08:07:41.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,90,Kirmizi,Cok Yogun,8,0
2025-11-21 20:29:48.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,20,4
2025-09-12 15:52:47.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,13,Yesil,Acik,15,4
2025-08-03 13:48:21.274093,Yeşildere Caddesi,38.405,27.155,50,Turuncu,Akici Yogun,13,6
2025-09-07 19:21:56.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,19,6
2025-10-01 12:04:04.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,12,2
2025-10-25 08:08:40.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,8,5
2025-06-30 01:15:06.274093,Manas Bulvarı,38.45,27.2,12,Yesil,Acik,1,0
2025-10-16 21:47:35.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,21,3
2025-09-07 20:58:12.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,20,6
2025-11-04 16:04:12.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,16,1
2025-12-19 20:55:16.274093,Altınyol (Anadolu Cad.),38.456,27.175,26,Yesil,Acik,20,4
2025-12-19 00:52:29.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,0,4
2025-07-10 11:32:38.274093,Manas Bulvarı,38.45,27.2,12,Yesil,Acik,11,3
2025-10-10 06:27:52.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,11,Yesil,Acik,6,4
2025-06-29 19:32:45.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,19,6
2025-09-18 01:50:31.274093,Yeşildere Caddesi,38.405,27.155,10,Yesil,Acik,1,3
2025-09-18 00:40:06.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,0,3
2025-11-11 01:28:55.274093,Yeşildere Caddesi,38.405,27.155,26,Yesil,Acik,1,1
2025-07-22 22:10:48.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,22,1
2025-10-06 00:03:23.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,0,0
2025-08-08 07:45:34.274093,Yeşildere Caddesi,38.405,27.155,64,Turuncu,Akici Yogun,7,4
2025-10-28 03:40:54.274093,Talatpaşa Bulvarı,38.432,27.142,25,Yesil,Acik,3,1
2025-10-30 07:07:41.274093,Talatpaşa Bulvarı,38.432,27.142,92,Kirmizi,Cok Yogun,7,3
2025-11-02 11:03:58.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,11,6
2025-09-19 20:59:17.274093,Altınyol (Anadolu Cad.),38.456,27.175,13,Yesil,Acik,20,4
2025-08-30 03:43:28.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,3,5
2025-09-19 01:26:29.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,11,Yesil,Acik,1,4
2025-07-04 05:18:37.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,14,Yesil,Acik,5,4
2025-09-07 17:19:56.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,17,6
2025-08-11 18:21:05.274093,Yeşildere Caddesi,38.405,27.155,78,Kirmizi,Cok Yogun,18,0
2025-10-05 23:23:35.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,23,6
2025-08-30 13:19:30.274093,Yeşildere Caddesi,38.405,27.155,74,Kirmizi,Cok Yogun,13,5
2025-12-06 23:26:54.274093,Altınyol (Anadolu Cad.),38.456,27.175,19,Yesil,Acik,23,5
2025-12-01 06:33:27.274093,Altınyol (Anadolu Cad.),38.456,27.175,13,Yesil,Acik,6,0
2025-09-23 03:15:19.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,3,1
2025-07-06 15:09:26.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,57,Turuncu,Akici Yogun,15,6
2025-11-20 13:08:39.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,13,3
2025-11-08 00:55:41.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,0,5
2025-11-21 00:44:13.274093,Yeşildere Caddesi,38.405,27.155,19,Yesil,Acik,0,4
2025-09-23 02:47:58.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,2,1
2025-08-21 09:13:38.274093,Altınyol (Anadolu Cad.),38.456,27.175,86,Kirmizi,Cok Yogun,9,3
2025-09-07 12:39:43.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,12,6
2025-07-02 03:52:48.274093,Talatpaşa Bulvarı,38.432,27.142,29,Yesil,Acik,3,2
2025-08-02 21:24:03.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,21,5
2025-10-26 17:14:23.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,17,6
2025-08-06 05:10:06.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,5,2
2025-08-15 00:19:08.274093,Altınyol (Anadolu Cad.),38.456,27.175,15,Yesil,Acik,0,4
2025-07-07 02:50:02.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,2,0
2025-07-10 08:15:49.274093,Yeşildere Caddesi,38.405,27.155,78,Kirmizi,Cok Yogun,8,3
2025-11-27 05:22:06.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,5,3
2025-09-24 10:37:34.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,10,2
2025-10-05 14:16:11.274093,Talatpaşa Bulvarı,38.432,27.142,59,Turuncu,Akici Yogun,14,6
2025-11-09 04:32:50.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,4,6
2025-08-20 17:46:25.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,82,Kirmizi,Cok Yogun,17,2
2025-11-04 05:48:28.274093,Altınyol (Anadolu Cad.),38.456,27.175,20,Yesil,Acik,5,1
